Con1	S1_1	S2_4	Con2	S2_2	S2_3	S5_1	E4_1	E4_3	S4_4	E5_2	N3_3	E4_2	E3_1	N3_2	S4_1	E3_4	E7_4	E5_3	E7_3	N6_4	N6_3	N3_1	S6_3	S5_3	E5_1	Con4	E3_2	E7_2	S6_4	S7_4	S4_3	S7_1	S1_2	S6_1	S1_4	S7_3	S5_4	N6_2
name63	0.000228102189781022	0.000260688216892596	0.000195516162669447	0.000619134515119917	6.51720542231491e-05	6.51720542231491e-05	0.000325860271115746	0.000162930135557873	0.000130344108446298	0.00208550573514077	0.000228102189781022	0	0.000130344108446298	0.000130344108446298	0	0.000325860271115746	0.000293274244004171	3.25860271115746e-05	3.25860271115746e-05	0.000228102189781022	0	3.25860271115746e-05	0	0.000228102189781022	0.000130344108446298	0.000130344108446298	9.77580813347237e-05	3.25860271115746e-05	9.77580813347237e-05	0.000391032325338895	0	0.000391032325338895	0	0.000260688216892596	0.000130344108446298	6.51720542231491e-05	0	3.25860271115746e-05	3.25860271115746e-05
name64	3.25860271115746e-05	9.77580813347237e-05	0.000944994786235662	9.77580813347237e-05	0.000228102189781022	3.25860271115746e-05	9.77580813347237e-05	9.77580813347237e-05	0.000260688216892596	0.000553962460896767	0.000293274244004171	0.00110792492179353	3.25860271115746e-05	0	0.00257429614181439	0.000195516162669447	0.000130344108446298	6.51720542231491e-05	3.25860271115746e-05	3.25860271115746e-05	0.000586548488008342	0.000162930135557873	0.00114051094890511	9.77580813347237e-05	0.000228102189781022	3.25860271115746e-05	0.000130344108446298	0	0	6.51720542231491e-05	6.51720542231491e-05	0	0	0	0.000130344108446298	0.000488790406673618	3.25860271115746e-05	9.77580813347237e-05	0
name65	0.000553962460896767	0.000162930135557873	0.000782064650677789	0.000391032325338895	0.00104275286757039	0.000456204379562044	0	0	0	3.25860271115746e-05	6.51720542231491e-05	0	0	0.000195516162669447	0	0.000162930135557873	0	6.51720542231491e-05	0.000195516162669447	0.000260688216892596	3.25860271115746e-05	0	0	0	6.51720542231491e-05	0.000488790406673618	0.000260688216892596	0.000195516162669447	0.000228102189781022	0	0	3.25860271115746e-05	6.51720542231491e-05	0.000162930135557873	0	9.77580813347237e-05	0	6.51720542231491e-05	0
name66	0.000260688216892596	0.000456204379562044	0.0272093326381648	0.000619134515119917	0.00156412930135558	0.000521376433785193	0.00211809176225235	0.000977580813347237	3.25860271115746e-05	0.000293274244004171	0.00162930135557873	0.0105904588112617	0.000228102189781022	3.25860271115746e-05	0.071689259645464	0.000782064650677789	0.000130344108446298	0.000749478623566215	0.000977580813347237	9.77580813347237e-05	0.00534410844629823	9.77580813347237e-05	0.0255474452554745	0.000325860271115746	0.036919968717414	0.00136861313868613	0.000553962460896767	0.000749478623566215	0.00104275286757039	0.000228102189781022	0.00247653806047967	0.000260688216892596	0.00954770594369135	0.000325860271115746	0.000130344108446298	0.010264598540146	0.00306308654848801	0.000423618352450469	6.51720542231491e-05
name67	0	0	0.000912408759124088	9.77580813347237e-05	0	0.000130344108446298	0.000553962460896767	0	0	0	0.000293274244004171	0.00140119916579771	0	0	0.00394290928050052	0.000130344108446298	0	0	9.77580813347237e-05	0	0	0	0.000651720542231491	0.000488790406673618	0.000130344108446298	0	3.25860271115746e-05	0.00035844629822732	0	0.000130344108446298	0	0	0	0	0	0	0	0.000521376433785193	0
name68	0.0812369655891554	0.137252346193952	0.0527567778936392	0.060512252346194	0.0438282064650678	0.0649113660062565	0.190726016684046	0.372979666319082	0.417980969760167	0.62043795620438	0.200697340980188	0.13018117831074	0.559534671532847	0.643997653806048	0.0288712200208551	0.489409541188738	0.46461157455683	0.274309176225235	0.294870959332638	0.238757820646507	0.174172314911366	0.0156087069864442	0.0398201251303441	0.405435349322211	0.0867440041710115	0.25247653806048	0.0741983837330553	0.552919708029197	0.258244264859228	0.35512252346194	0.136861313868613	0.764924400417101	0.187597758081335	0.151264337851929	0.409606360792492	0.0346715328467153	0.179711939520334	0.166873044838373	0.101863920750782
name69	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	3.25860271115746e-05	0	3.25860271115746e-05	0	0	0	9.77580813347237e-05	0
name71	0.00465980187695516	0.025123826903024	0.0114051094890511	0.00426876955161627	0.0108185610010428	0.016162669447341	0.0400156412930136	0.0162278415015641	0.00114051094890511	0.00905891553701773	0.00834202294056309	0.0178245568300313	6.51720542231491e-05	0.00791840458811262	0.0256126173096976	0.0171402502606882	0.000684306569343066	0.008961157455683	0.0127737226277372	0.00710375391032325	0.0132625130344108	0.00149895724713243	0.0158693952033368	0.00553962460896767	0.0285453597497393	0.00671272158498436	0.0113725234619395	0.0191279979144943	0.0172705943691345	0.012252346193952	0.000879822732012513	0.00309567257559958	0.0094825338894682	0.00335636079249218	0.000847236704900939	0.0117309697601668	0.000847236704900939	0.0116983837330553	0.000912408759124088
name72	0.000228102189781022	0.00188998957247132	0.00247653806047967	0.000293274244004171	3.25860271115746e-05	6.51720542231491e-05	0.000325860271115746	0.00306308654848801	0.000293274244004171	0.000260688216892596	0.000162930135557873	0.00241136600625652	0	0	0.0145985401459854	0.000162930135557873	3.25860271115746e-05	3.25860271115746e-05	0.000195516162669447	6.51720542231491e-05	0.00114051094890511	0	0.0228428050052138	0	0.00107533889468196	0.000195516162669447	0.000521376433785193	0.000130344108446298	0	0.000847236704900939	0.000162930135557873	0	0.00316084462982273	9.77580813347237e-05	0	0.000162930135557873	0.00035844629822732	0.000228102189781022	0
name73	0	0.000195516162669447	3.25860271115746e-05	0	0	0	0.000195516162669447	0.000488790406673618	0.000293274244004171	0	0.000130344108446298	0.000130344108446298	3.25860271115746e-05	0	3.25860271115746e-05	6.51720542231491e-05	0	0	0	0.000130344108446298	3.25860271115746e-05	0.00446428571428571	0.000162930135557873	9.77580813347237e-05	0.000293274244004171	0.000488790406673618	0	0	0	0	0	3.25860271115746e-05	0	0.000325860271115746	0	3.25860271115746e-05	0	0.000130344108446298	0.00544186652763295
name74	0	0	0	0	0.000228102189781022	6.51720542231491e-05	0.000195516162669447	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	3.25860271115746e-05	0	0	0	0	0	0.000130344108446298	0	0	0	0	0	0	0	0	0	0	0	0	9.77580813347237e-05	0
name75	0.000293274244004171	0.000553962460896767	0.000456204379562044	0.00149895724713243	9.77580813347237e-05	0.000325860271115746	0.000619134515119917	0.00117309697601668	0.000521376433785193	0.000977580813347237	0.000391032325338895	0.000521376433785193	0.00117309697601668	0	0.000260688216892596	0.00104275286757039	0.000391032325338895	9.77580813347237e-05	0.000456204379562044	0.000130344108446298	0	9.77580813347237e-05	0.000423618352450469	0.00140119916579771	0.00172705943691345	0.000325860271115746	0.000162930135557873	0.000521376433785193	0.000130344108446298	0.000325860271115746	0.00120568300312826	0.000488790406673618	0.000423618352450469	0.000488790406673618	6.51720542231491e-05	0.000162930135557873	0.00117309697601668	0.000162930135557873	6.51720542231491e-05
name76	9.77580813347237e-05	0.000325860271115746	0.00136861313868613	0.00146637122002086	0.00035844629822732	0	3.25860271115746e-05	0.000391032325338895	0.000162930135557873	0.000228102189781022	0.00107533889468196	0.00690823774765381	0.000293274244004171	3.25860271115746e-05	0.0039754953076121	0.000944994786235662	0.000130344108446298	9.77580813347237e-05	0.000423618352450469	0.000162930135557873	0.000912408759124088	6.51720542231491e-05	0.00329118873826903	0.000456204379562044	0.000423618352450469	0.00035844629822732	0.00104275286757039	9.77580813347237e-05	0	0.000130344108446298	0.00247653806047967	0.000456204379562044	0.00407325338894682	0	6.51720542231491e-05	0.00159671532846715	0.00136861313868613	0	3.25860271115746e-05
name77	3.25860271115746e-05	6.51720542231491e-05	3.25860271115746e-05	9.77580813347237e-05	9.77580813347237e-05	3.25860271115746e-05	0	6.51720542231491e-05	0	0	3.25860271115746e-05	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	3.25860271115746e-05	0.000130344108446298	0	3.25860271115746e-05	0	0	0	6.51720542231491e-05	0	0	9.77580813347237e-05	0.000260688216892596	0	0	0	0	0
name78	0.00296532846715328	0.00175964546402503	0.00325860271115746	0.0053766944734098	0.000684306569343066	0.000619134515119917	0.00263946819603754	0.00566996871741397	0.000456204379562044	0.00159671532846715	0.00364963503649635	0.00247653806047967	0.00303050052137643	0.00071689259645464	0.00286757038581856	0.00505083420229406	0.00120568300312826	0.00133602711157456	0.000488790406673618	0.000749478623566215	0.000879822732012513	0.000260688216892596	0.00247653806047967	0.00117309697601668	0.0124804483837331	0.00133602711157456	0.00175964546402503	0.00254171011470282	0.0021832638164755	0.00071689259645464	0.00211809176225235	0.00182481751824818	0.00377997914494265	0.00169447340980188	0.000586548488008342	0.00117309697601668	0.00215067778936392	0.000977580813347237	0.000195516162669447
name79	0.00231360792492179	0.0392009906152242	0.00149895724713243	0.00602841501564129	0.0239833159541189	0.0172705943691345	0.00143378519290928	0.00430135557872784	0.00133602711157456	0.000293274244004171	0.0035844629822732	0.000260688216892596	0.000912408759124088	0.00107533889468196	0	0.000684306569343066	0.00101016684045881	9.77580813347237e-05	0.00443169968717414	0.000260688216892596	0.000521376433785193	0.0035844629822732	0.000195516162669447	0.0033237747653806	0.000782064650677789	0.0053766944734098	0.00534410844629823	0.000488790406673618	9.77580813347237e-05	0.00146637122002086	0.000228102189781022	0.000260688216892596	0.000195516162669447	0.0298488008342023	0.00101016684045881	0.00609358706986444	9.77580813347237e-05	0.000293274244004171	0.0057677267987487
name80	0.000130344108446298	3.25860271115746e-05	0	0.000162930135557873	0	0	0	0	3.25860271115746e-05	0	0	0.000130344108446298	3.25860271115746e-05	0	0	9.77580813347237e-05	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	9.77580813347237e-05	0	0	0	0.0212460896767466	0	0.00860271115745568	3.25860271115746e-05	0	0	0.00870046923879041	0	0
name81	0	3.25860271115746e-05	6.51720542231491e-05	0	0	0	0	3.25860271115746e-05	0	0	0.000195516162669447	3.25860271115746e-05	0	0	6.51720542231491e-05	0	6.51720542231491e-05	0	6.51720542231491e-05	0	0	0	3.25860271115746e-05	0	3.25860271115746e-05	0	0	0	3.25860271115746e-05	0	0.000130344108446298	0	0	0	0	0	0	0	0
name82	0.000260688216892596	0	0	0.000488790406673618	0	0	0.00035844629822732	0	0	0.000228102189781022	0	0	0	0	6.51720542231491e-05	0	0	0	0	0	0	0	0.000521376433785193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019225755995829	0
name83	6.51720542231491e-05	0.000684306569343066	0.00221584984358707	9.77580813347237e-05	0.000553962460896767	0.000293274244004171	6.51720542231491e-05	0	0	0	9.77580813347237e-05	0	0	9.77580813347237e-05	0	6.51720542231491e-05	0.000130344108446298	0	3.25860271115746e-05	0	0	0.000260688216892596	3.25860271115746e-05	0	3.25860271115746e-05	9.77580813347237e-05	0.000130344108446298	0	0	0	0	0.000130344108446298	0	0.00071689259645464	0	0.00162930135557873	0	3.25860271115746e-05	6.51720542231491e-05
name84	0.000260688216892596	0.000293274244004171	6.51720542231491e-05	0.000293274244004171	0.00035844629822732	0.000130344108446298	0.000228102189781022	0.000162930135557873	0	9.77580813347237e-05	0.000619134515119917	0	6.51720542231491e-05	3.25860271115746e-05	0	9.77580813347237e-05	0	3.25860271115746e-05	0.000195516162669447	0.000130344108446298	0.000130344108446298	0	0	9.77580813347237e-05	9.77580813347237e-05	0.000195516162669447	0	0.000130344108446298	0	9.77580813347237e-05	0	6.51720542231491e-05	0.000162930135557873	0.000293274244004171	9.77580813347237e-05	0.000162930135557873	3.25860271115746e-05	3.25860271115746e-05	3.25860271115746e-05
name85	0.000260688216892596	6.51720542231491e-05	0	6.51720542231491e-05	6.51720542231491e-05	0	3.25860271115746e-05	0.000228102189781022	0	3.25860271115746e-05	3.25860271115746e-05	3.25860271115746e-05	0	0	6.51720542231491e-05	0	0	0	6.51720542231491e-05	3.25860271115746e-05	3.25860271115746e-05	0	3.25860271115746e-05	3.25860271115746e-05	3.25860271115746e-05	6.51720542231491e-05	3.25860271115746e-05	0	6.51720542231491e-05	9.77580813347237e-05	0.000391032325338895	0	0.000195516162669447	3.25860271115746e-05	0	6.51720542231491e-05	0.000162930135557873	3.25860271115746e-05	0
name86	0	0	0.000162930135557873	0	0	3.25860271115746e-05	0	3.25860271115746e-05	3.25860271115746e-05	0	0	6.51720542231491e-05	0	0	0.000619134515119917	6.51720542231491e-05	0	0	0	0	0.000293274244004171	0	0.00117309697601668	6.51720542231491e-05	0	0	0	0	0	0	0	0	0	0	0	0.000228102189781022	0	0	0
name87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77580813347237e-05	0	0	0	0.000847236704900939	0	0	0
name88	0	0	0.000162930135557873	6.51720542231491e-05	6.51720542231491e-05	0	0	6.51720542231491e-05	0	0	3.25860271115746e-05	0.000162930135557873	0	0	0.000586548488008342	0	0	0	0	0	3.25860271115746e-05	0	0.00071689259645464	3.25860271115746e-05	0.00035844629822732	0	6.51720542231491e-05	6.51720542231491e-05	3.25860271115746e-05	0	0.000293274244004171	0	0.0017922314911366	0	0	9.77580813347237e-05	0.000228102189781022	0	0
name89	0	0.000228102189781022	0.000423618352450469	0.000162930135557873	6.51720542231491e-05	6.51720542231491e-05	0.000162930135557873	0.000456204379562044	0.000488790406673618	6.51720542231491e-05	9.77580813347237e-05	0.00283498435870699	0.000423618352450469	0	0.00257429614181439	0.000228102189781022	0.000228102189781022	0	6.51720542231491e-05	0.000130344108446298	0.000684306569343066	3.25860271115746e-05	0.00234619395203337	0.000162930135557873	0.000325860271115746	6.51720542231491e-05	0.000293274244004171	9.77580813347237e-05	0	3.25860271115746e-05	0.000195516162669447	0.000162930135557873	9.77580813347237e-05	0.000195516162669447	0.000260688216892596	0.000456204379562044	6.51720542231491e-05	0	3.25860271115746e-05
name90	0	0	0	0	0	0	0	0	0	0	0	6.51720542231491e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
name91	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	3.25860271115746e-05	0	0	3.25860271115746e-05	0	0	0	0	0	0	0	3.25860271115746e-05	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0
name93	0.000521376433785193	0.00195516162669447	0.00505083420229406	0.000944994786235662	0.00162930135557873	0.00221584984358707	0.00182481751824818	0.0112747653806048	0.00273722627737226	0.00123826903023983	0.00172705943691345	0.000782064650677789	0.000553962460896767	0.000228102189781022	0.00130344108446298	0.00426876955161627	0.000521376433785193	0.000195516162669447	0.00136861313868613	0.000260688216892596	0.00257429614181439	0.000260688216892596	0.00296532846715328	0.000847236704900939	0.00410583941605839	0.000814650677789364	0.0019225755995829	0.000814650677789364	0.00140119916579771	0.00296532846715328	0	0.000456204379562044	9.77580813347237e-05	0.00117309697601668	0.000162930135557873	0.000619134515119917	0.000195516162669447	0.000977580813347237	6.51720542231491e-05
name94	0.0090915015641293	0.0057677267987487	0.00892857142857143	0.013327685088634	0.0034541188738269	0.00632168925964546	0.00580031282586027	0.00351929092805005	0.0017922314911366	0.00159671532846715	0.00250912408759124	0.0204640250260688	3.25860271115746e-05	0.00241136600625652	0.0334006777893639	0.00127085505735141	0.00159671532846715	0.000814650677789364	0.0039754953076121	0.00110792492179353	0.0217348800834202	0.00104275286757039	0.057905370177268	0.00439911366006257	0.00814650677789364	0.00293274244004171	0.0192583420229406	0.00547445255474453	0.00547445255474453	0.00299791449426486	0.016162669447341	0.000260688216892596	0.0639989572471324	0.00465980187695516	0.00114051094890511	0.00997132429614181	0.0359749739311783	0.00651720542231491	0.000456204379562044
name95	0	0	0.000553962460896767	6.51720542231491e-05	6.51720542231491e-05	9.77580813347237e-05	0	0	0	0.000130344108446298	0	0.000488790406673618	0	0	0.000325860271115746	0	0	0	0.000162930135557873	0	0.00035844629822732	0	0.00143378519290928	0	9.77580813347237e-05	9.77580813347237e-05	3.25860271115746e-05	0	3.25860271115746e-05	0	0	0	0	6.51720542231491e-05	0	0.000782064650677789	0	6.51720542231491e-05	0
name96	0.000977580813347237	0.00407325338894682	0.00544186652763295	0.00140119916579771	0.0019225755995829	0.0035844629822732	0.00361704900938478	0.00469238790406674	0.00257429614181439	0.00130344108446298	0.00329118873826903	0.0075599582898853	9.77580813347237e-05	0.000879822732012513	0.0109163190823775	0.00557221063607925	0.000488790406673618	0.00198774765380605	0.00127085505735141	0.00273722627737226	0.0103623566214807	0.000879822732012513	0.0108511470281543	0.00224843587069864	0.007429614181439	0.00283498435870699	0.00361704900938478	0.00641944734098019	0.00521376433785193	0.00241136600625652	0.00348670490093848	0.00130344108446298	0.0106882168925965	0.00211809176225235	0.000912408759124088	0.00322601668404588	0.00443169968717414	0.00586548488008342	0.00110792492179353
name99	0.000260688216892596	0.000130344108446298	0.000130344108446298	0.000456204379562044	0.000130344108446298	0.000130344108446298	3.25860271115746e-05	0.000228102189781022	0.000130344108446298	0.000195516162669447	0.000228102189781022	0.00035844629822732	9.77580813347237e-05	3.25860271115746e-05	0.000162930135557873	6.51720542231491e-05	0	0	0.000619134515119917	0.000130344108446298	0.000195516162669447	3.25860271115746e-05	0.000293274244004171	9.77580813347237e-05	0.000521376433785193	9.77580813347237e-05	0.000260688216892596	3.25860271115746e-05	0.000130344108446298	3.25860271115746e-05	0.000847236704900939	3.25860271115746e-05	0.000325860271115746	0	3.25860271115746e-05	0.00035844629822732	0.000325860271115746	3.25860271115746e-05	6.51720542231491e-05
name100	6.51720542231491e-05	0	9.77580813347237e-05	0.000162930135557873	0	6.51720542231491e-05	6.51720542231491e-05	6.51720542231491e-05	0	0	0.000260688216892596	0.000228102189781022	0	6.51720542231491e-05	0.000195516162669447	0	0	3.25860271115746e-05	6.51720542231491e-05	0	0.000195516162669447	0	0.000130344108446298	0	0.000260688216892596	9.77580813347237e-05	0.000130344108446298	0	0	0	0.000162930135557873	0	0.000195516162669447	6.51720542231491e-05	3.25860271115746e-05	0	9.77580813347237e-05	0	0
name101	3.25860271115746e-05	3.25860271115746e-05	0.000260688216892596	0.000162930135557873	0	9.77580813347237e-05	9.77580813347237e-05	6.51720542231491e-05	0.000260688216892596	0	0.000195516162669447	0.000684306569343066	0	3.25860271115746e-05	0.000162930135557873	6.51720542231491e-05	6.51720542231491e-05	3.25860271115746e-05	0.000195516162669447	0.000130344108446298	0.000260688216892596	0	0.000553962460896767	9.77580813347237e-05	0.000325860271115746	0.000130344108446298	0.000325860271115746	0	6.51720542231491e-05	6.51720542231491e-05	0.000944994786235662	0	0.000684306569343066	3.25860271115746e-05	6.51720542231491e-05	0.000586548488008342	0.000260688216892596	9.77580813347237e-05	0
name102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	0	0
name103	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
name104	0.000293274244004171	0.00553962460896767	0.00739702815432742	0.000488790406673618	0.00107533889468196	0.000488790406673618	0.00260688216892596	0.000130344108446298	3.25860271115746e-05	0	0.000325860271115746	0	9.77580813347237e-05	0.000782064650677789	0	0.000684306569343066	0.00107533889468196	0	0.000553962460896767	0	0.00175964546402503	0.00531152241918665	0	0.000130344108446298	0.00117309697601668	0.000879822732012513	0.000586548488008342	0.000586548488008342	0	6.51720542231491e-05	9.77580813347237e-05	0.000488790406673618	0	0.00482273201251303	0.000162930135557873	0.0100039103232534	0.000162930135557873	0.00071689259645464	0.00237877997914494
name105	0.000488790406673618	0.000586548488008342	0.000293274244004171	0.000586548488008342	0.00159671532846715	0.00127085505735141	0.00107533889468196	0.000456204379562044	0.000325860271115746	0.000684306569343066	0.00364963503649635	6.51720542231491e-05	0.00035844629822732	3.25860271115746e-05	0.000130344108446298	0.000423618352450469	0.000488790406673618	6.51720542231491e-05	0.00071689259645464	0.000325860271115746	6.51720542231491e-05	3.25860271115746e-05	0	3.25860271115746e-05	0.000130344108446298	0.000260688216892596	0.000325860271115746	0.000162930135557873	0.000130344108446298	0.00035844629822732	0.000456204379562044	0.000456204379562044	0.000651720542231491	0.000684306569343066	0.000228102189781022	0.000488790406673618	0.000260688216892596	9.77580813347237e-05	3.25860271115746e-05
name106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00837460896767466	0	0.00293274244004171	0	0	0	0.0114051094890511	0	0
name107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	0
name108	0	0	0.000391032325338895	0.000228102189781022	9.77580813347237e-05	0	6.51720542231491e-05	6.51720542231491e-05	3.25860271115746e-05	6.51720542231491e-05	3.25860271115746e-05	0.000260688216892596	0	0	0.000619134515119917	0	0	3.25860271115746e-05	0	6.51720542231491e-05	0.000130344108446298	9.77580813347237e-05	0.00101016684045881	3.25860271115746e-05	0.000521376433785193	3.25860271115746e-05	0	0	0	0	6.51720542231491e-05	0	0	0	3.25860271115746e-05	0.000553962460896767	0	3.25860271115746e-05	0
name110	0	3.25860271115746e-05	3.25860271115746e-05	0.000162930135557873	0	0	0.000130344108446298	3.25860271115746e-05	0	0.000130344108446298	6.51720542231491e-05	0	3.25860271115746e-05	3.25860271115746e-05	6.51720542231491e-05	0.000391032325338895	6.51720542231491e-05	0	0	0	3.25860271115746e-05	0	0	6.51720542231491e-05	0	6.51720542231491e-05	6.51720542231491e-05	6.51720542231491e-05	6.51720542231491e-05	0	0	9.77580813347237e-05	6.51720542231491e-05	6.51720542231491e-05	0.000130344108446298	9.77580813347237e-05	0	9.77580813347237e-05	0
name111	0.00071689259645464	0.00211809176225235	0.00101016684045881	0.000162930135557873	0.000586548488008342	0.000847236704900939	0.00527893639207508	0.000553962460896767	0	0.000162930135557873	0.000391032325338895	0.000553962460896767	0	9.77580813347237e-05	0.00143378519290928	0.000912408759124088	6.51720542231491e-05	0.000391032325338895	0.000586548488008342	3.25860271115746e-05	0.000651720542231491	0	0.00531152241918665	0.000130344108446298	0.00224843587069864	0.000488790406673618	0.000260688216892596	0.000456204379562044	0.000195516162669447	0.00127085505735141	0	0	0.000195516162669447	3.25860271115746e-05	0	0.000977580813347237	0	0.000293274244004171	0
name113	9.77580813347237e-05	0.000130344108446298	0.00423618352450469	0.00104275286757039	0.00035844629822732	0	0.000195516162669447	0.000162930135557873	0	9.77580813347237e-05	0.000391032325338895	0.00700599582898853	3.25860271115746e-05	3.25860271115746e-05	0.00690823774765381	0.000130344108446298	0.000293274244004171	0	0.000325860271115746	3.25860271115746e-05	0.001531543274244	0.000162930135557873	0.0139468196037539	0.000325860271115746	0.000847236704900939	0.000130344108446298	0.000944994786235662	3.25860271115746e-05	3.25860271115746e-05	3.25860271115746e-05	0	0	0	3.25860271115746e-05	0.000130344108446298	0.00130344108446298	0	9.77580813347237e-05	0
name114	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51720542231491e-05	0	0	0
name115	3.25860271115746e-05	6.51720542231491e-05	9.77580813347237e-05	9.77580813347237e-05	0	0	0	0.000130344108446298	0	3.25860271115746e-05	0	3.25860271115746e-05	3.25860271115746e-05	0	0	0	0	0	9.77580813347237e-05	3.25860271115746e-05	3.25860271115746e-05	0	0	0.000130344108446298	0.000293274244004171	0.000130344108446298	0	0	0	3.25860271115746e-05	6.51720542231491e-05	3.25860271115746e-05	0.000162930135557873	0	0	6.51720542231491e-05	6.51720542231491e-05	6.51720542231491e-05	0
name116	0	3.25860271115746e-05	0.00254171011470282	0	0.00127085505735141	0.000619134515119917	0	0	0	0	0	0	3.25860271115746e-05	0.000162930135557873	0	0	0.000488790406673618	0	0	0	0	0	0	0	0	0	0	9.77580813347237e-05	0	0	0	0	0	6.51720542231491e-05	0	6.51720542231491e-05	0	0	0
name117	3.25860271115746e-05	3.25860271115746e-05	0	0	0.000130344108446298	9.77580813347237e-05	0.000293274244004171	0	0	3.25860271115746e-05	0	6.51720542231491e-05	0	3.25860271115746e-05	9.77580813347237e-05	0	6.51720542231491e-05	3.25860271115746e-05	0	3.25860271115746e-05	0	0	0	3.25860271115746e-05	6.51720542231491e-05	0	0	9.77580813347237e-05	3.25860271115746e-05	3.25860271115746e-05	0	0	0	0.000130344108446298	0	3.25860271115746e-05	0	3.25860271115746e-05	0.000488790406673618
name118	0.000162930135557873	3.25860271115746e-05	0.00488790406673618	0.000260688216892596	9.77580813347237e-05	0.000162930135557873	0.000130344108446298	0.000130344108446298	9.77580813347237e-05	0.00316084462982273	0.000847236704900939	0.00348670490093848	0.000325860271115746	9.77580813347237e-05	0.0115028675703858	0.000944994786235662	9.77580813347237e-05	0.000195516162669447	0.000782064650677789	0.000195516162669447	0.00195516162669447	0.000162930135557873	0.0114376955161627	0.00149895724713243	9.77580813347237e-05	0.000325860271115746	0.000228102189781022	0.000260688216892596	6.51720542231491e-05	0.000228102189781022	0	0.000195516162669447	0	0.000293274244004171	0.000619134515119917	0.00410583941605839	0	0.000488790406673618	3.25860271115746e-05
name119	0	0	0	9.77580813347237e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0	0	0	0	0.000162930135557873	0	0	0	0	0	0.000162930135557873	0	0
name120	0.00127085505735141	0.000260688216892596	0.00325860271115746	0.00423618352450469	0.00149895724713243	0.000782064650677789	0.00123826903023983	0.00286757038581856	0.000162930135557873	0.00110792492179353	0.00296532846715328	0.00654979144942649	0.00325860271115746	3.25860271115746e-05	0.00391032325338895	0.00263946819603754	0.000553962460896767	0	0.000912408759124088	0.000130344108446298	0.00110792492179353	0.000228102189781022	0.00377997914494265	0.00162930135557873	0.00303050052137643	0.000814650677789364	0.00156412930135558	0.000586548488008342	0.000293274244004171	0.000847236704900939	0.0187043795620438	0.00035844629822732	0.0130344108446298	0.000195516162669447	0.000456204379562044	0.00120568300312826	0.0140119916579771	0.000325860271115746	0.000228102189781022
name121	0.000228102189781022	3.25860271115746e-05	0	3.25860271115746e-05	0	6.51720542231491e-05	0	0	0	0	0	0	0	0	6.51720542231491e-05	0	0	0	0	0	0	0	0.000130344108446298	0	3.25860271115746e-05	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	6.51720542231491e-05	0
name122	0	0	0.000228102189781022	0	0.000130344108446298	6.51720542231491e-05	0	0	3.25860271115746e-05	0	0	0	0	3.25860271115746e-05	0	0	3.25860271115746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25860271115746e-05	0	0	0	0
name123	6.51720542231491e-05	9.77580813347237e-05	3.25860271115746e-05	6.51720542231491e-05	6.51720542231491e-05	0	0.000228102189781022	0.000130344108446298	0	6.51720542231491e-05	6.51720542231491e-05	9.77580813347237e-05	0	0	0	6.51720542231491e-05	6.51720542231491e-05	3.25860271115746e-05	0.000847236704900939	3.25860271115746e-05	0	0	0	3.25860271115746e-05	0.000488790406673618	0.000195516162669447	3.25860271115746e-05	9.77580813347237e-05	3.25860271115746e-05	3.25860271115746e-05	0.000130344108446298	0	0	0	3.25860271115746e-05	0	3.25860271115746e-05	3.25860271115746e-05	0
